,feature,global_morans_i,global_p_value,global_z_score,mean_local_i,significant_clusters,percent_significant
120,PCTPOV517_2021,0.6080265489153086,0.001,58.036772279997535,0.6078304745686736,1197,38.60045146726862
140,per_dem_2020,0.6077389593114587,0.001,56.69085178794643,0.6075429777057471,1208,38.95517574975814
1114,white_veterans_2012,0.6076785444612427,0.001,57.0646900744531,0.607482582337908,1314,42.37342792647533
656,60_to_64_years_labor_force_2016,0.6076318853517277,0.001,59.06310167922939,0.607435938274865,1240,39.9871009351822
1397,INDUSTRY_agriculture_forestry_fishing_and_hunting_and_mining_percent_2012,0.6074499584057842,0.001,57.53592048703842,0.6072540699961082,1216,39.213157046114155
131,per_dem_2016,0.6073783768696868,0.001,57.34792913712467,0.6071825115433824,1203,38.79393743953564
615,Population_25_to_64_years_employed_2012,0.607149150337301,0.001,58.47717175569053,0.6069533589311941,1264,40.76104482425024
141,per_point_diff_2020,0.6068431901520815,0.001,56.18579025768556,0.6066474974109812,1271,40.98677845856176
776,Female_employed_2020,0.6065155188163139,0.001,56.56522599417592,0.6063199317415587,1234,39.79361496291519
846,100_to_199_occupied_housing_units_2012,0.6064499972273274,0.001,54.74273957666926,0.6062544312817528,1179,38.01999355046759
139,per_gop_2020,0.6059657190719868,0.001,56.54848305583937,0.6057703092947949,1231,39.696871976781686
1317,civilian_population_18_years_and_over_with_income_total_2020,0.6055469133600939,0.001,55.14688345654007,0.6053516386379527,1075,34.66623669783941
600,Population_20_to_64_years_employed_2012,0.6055336460356239,0.001,55.48304720833339,0.6053383755918844,1208,38.95517574975814
82,Unemployment_rate_2017,0.6053418817538354,0.001,57.67972817968107,0.6051466731495937,1193,38.471460819090616
132,per_gop_2016,0.6047202429896593,0.001,58.356375971953824,0.6045252348493853,1243,40.083843921315705
653,55_to_59_years_employed_2016,0.6038274558419079,0.001,57.141900667986015,0.603632735604616,1287,41.50274105127379
557,Population_16_years_and_over_employed_2012,0.6029768539595631,0.001,55.43179732879551,0.6027824080214916,1278,41.21251209287327
581,One_race_employed_2012,0.6027344975613642,0.001,54.98254675422898,0.6025401297775649,1288,41.534988713318285
888,less_than_20000_owner_occupied_housing_units_2012,0.6015256001359923,0.001,57.17726170499156,0.6013316221933492,1214,39.14866172202515
711,Population_25_to_64_years_employed_2016,0.6007544020203583,0.001,54.65764609312655,0.6005606727710774,1252,40.37407287971622
90,Unemployment_rate_2019,0.5998839269204442,0.001,55.63222422576008,0.5996904783790316,1130,36.439858110287005
787,At_or_above_the_poverty_level_employed_2020,0.5998577198772574,0.001,58.03949069432078,0.5996642797870037,1175,37.891002902289586
852,300_to_399_occupied_housing_units_2012,0.5996595449583539,0.001,56.46597053457739,0.599466168774878,1087,35.05320864237343
1741,per_gop_2024,0.5996002502957589,0.001,56.29709339788094,0.5994068932334254,1159,37.37504030957756
86,Unemployment_rate_2018,0.5995062911053852,0.001,55.422824656333816,0.5993129643426941,1218,39.27765237020316
881,2000_or_more_renter_occupied_housing_units_2012,0.599478207868455,0.001,53.325871093569724,0.599284890161951,591,19.058368268300548
1740,per_dem_2024,0.5989877827016549,0.001,56.62398283079889,0.5987946231458015,1162,37.471783295711056
680,Population_20_to_64_years_employed_2016,0.598888991180209,0.001,57.09585548398141,0.5986958634823116,1212,39.08416639793615
652,55_to_59_years_labor_force_2016,0.5986055038684329,0.001,56.99305188273832,0.5984124675885657,1228,39.60012899064817
786,At_or_above_the_poverty_level_labor_force_2020,0.5980396474506211,0.001,55.75636357587666,0.5978467936462191,1207,38.92292808771364
753,White_alone_employed_2020,0.5974350209402408,0.001,55.30256751445084,0.5972423621137525,1296,41.7929700096743
108,PCTPOVALL_2021,0.5969390927954951,0.001,53.863376900748975,0.5967465938942389,1199,38.66494679135762
22,Unemployment_rate_2000,0.5965625938356852,0.001,55.28497578969313,0.5963702163465411,1170,37.72976459206708
944,150000_or_more_occupied_housing_units_2016,0.5963120917965544,0.001,55.403300548286985,0.5961197950884614,846,27.2815220896485
125,CI90UBINC_2021,0.5952850096993612,0.001,56.040035877211636,0.5950930442012318,1039,33.50532086423734
1131,two_or_more_races_total_2012,0.5944659001496456,0.001,54.78057430749992,0.5942741987951957,775,24.991938084488872
1110,one_race_total_2012,0.5944420276826319,0.001,55.369001050059424,0.5942503340264942,795,25.636891325378908
1140,civilian_population_18_years_and_over_with_income_total_2012,0.5940261123730528,0.001,55.13104083876533,0.5938345528398786,991,31.957433086101254
1229,civilian_population_18_years_and_over_with_income_total_2016,0.5935085359795029,0.001,54.46936009255229,0.593317143352615,1084,34.95646565623992
1133,two_or_more_races_nonveterans_2012,0.5929374008893037,0.001,54.25319223336138,0.5927461924401294,733,23.637536278619802
1112,one_race_nonveterans_2012,0.5929374008893034,0.001,56.23312179257109,0.5927461924401292,725,23.379554982263787
979,less_than_20000_owner_occupied_housing_units_2016,0.5925468991769944,0.001,54.635934527561425,0.5923558166554928,1186,38.245727184779106
853,300_to_399_owner_occupied_housing_units_2012,0.5915853048072005,0.001,56.16639565481558,0.5913945323774014,1030,33.21509190583682
764,White_alone_not_Hispanic_or_Latino_employed_2020,0.5914808175927411,0.001,55.2299496393057,0.5912900788576256,1256,40.50306352789423
728,Population_16_years_and_over_employed_2020,0.5902169208564436,0.001,53.742455020402254,0.5900265896984764,1286,41.470493389229276
1703,religion_churches_of_christ_percent_adherents_of_total_adherents,0.5900173215483863,0.001,56.64400136285354,0.5898270547565292,1141,36.794582392776526
837,150000_or_more_occupied_housing_units_2012,0.5897592943798661,0.001,53.075447809982435,0.5895691107957384,815,26.281844566268948
1230,civilian_population_18_years_and_over_with_income_nonveterans_2016,0.5895737676309001,0.001,54.260522073484715,0.5893836438748115,1123,36.21412447597549
675,White_alone_not_Hispanic_or_Latino_labor_force_2016,0.5885772728106787,0.001,53.98366487729206,0.588387470400872,1267,40.85778781038375
954,500_to_799_occupied_housing_units_2016,0.5883202016333107,0.001,53.88972259792397,0.5881304821229485,1047,33.763302160593355
873,1000_to_1499_occupied_housing_units_2012,0.5881140302728098,0.001,55.39397643488935,0.5879243772478913,1332,42.95388584327636
1141,civilian_population_18_years_and_over_with_income_nonveterans_2012,0.587711668788154,0.001,57.24775509429528,0.5875221455154072,1072,34.5694937117059
1720,religion_catholic_church_percent_adherents_of_total_population,0.5862980194986158,0.001,53.57476150250872,0.5861089520947143,1316,42.43792325056434
1122,asian_total_2012,0.5857665343029578,0.001,54.626018519170884,0.5855776382906058,628,20.251531763947114
855,400_to_499_occupied_housing_units_2012,0.5852494714106427,0.001,56.52814492558741,0.5850607421389848,1052,33.92454047081587
775,Female_labor_force_2020,0.5852434204093881,0.001,55.77852570066203,0.5850546930890368,1284,41.405998065140274
1359,pct_Two or more races:_2012,0.5837042364788293,0.001,54.04973881011191,0.58351600550931,694,22.37987745888423
586,White_unemployment_rate_2012,0.5836983073394174,0.001,56.32684121931214,0.5835100782819072,1120,36.11738148984199
597,White_alone_not_Hispanic_or_Latino_unemployment_rate_2012,0.5836563627777568,0.001,54.04030228221772,0.583468147246387,1168,37.665269267978076
30,Unemployment_rate_2002,0.5831965133385,0.001,53.21698639731354,0.5830084460978232,1172,37.79425991615608
558,Population_16_years_and_over_unemployment_rate_2012,0.5831118708119275,0.001,53.137834370531486,0.5829238308664867,1138,36.69783940664302
582,One_race_unemployment_rate_2012,0.582550105778381,0.001,53.45426984647587,0.5823622469890298,1157,37.310544985488555
1124,asian_nonveterans_2012,0.5810089094993148,0.001,54.23548465196482,0.5808215477097312,610,19.671073847146083
955,500_to_799_owner_occupied_housing_units_2016,0.5800697155451204,0.001,54.38424427227419,0.5798826566236289,1119,36.085133827797485
115,CI90LB017P_2021,0.5791537873696172,0.001,54.0619592234659,0.5789670238135484,1190,38.37471783295711
960,1000_to_1499_occupied_housing_units_2016,0.5786762441641792,0.001,54.220292009792516,0.5784896346046292,1263,40.72879716220574
661,65_to_74_years_employed_2016,0.5786435667325783,0.001,54.88140819017797,0.5784569677107361,1173,37.82650757820058
595,White_alone_not_Hispanic_or_Latino_labor_force_2012,0.5785951142242685,0.001,54.00095004636339,0.5784085308272275,1217,39.24540470815866
1355,pct_Asian alone_2012,0.5783916320069533,0.001,56.795892865790435,0.5782051142281699,620,19.9935504675911
26,Unemployment_rate_2001,0.5769458677439213,0.001,51.92696141648203,0.5767598161903116,1184,38.181231860690104
577,65_to_74_years_employed_2012,0.5760918474518579,0.001,54.15531027480545,0.5759060712998257,1160,37.407287971622054
34,Unemployment_rate_2003,0.5756964631542144,0.001,55.416073710128764,0.5755108145043742,1185,38.2134795227346
664,White_alone_labor_force_2016,0.5751567652896538,0.001,54.359656959218874,0.5749712906797572,1305,42.08319896807481
121,CI90LB517P_2021,0.5723787669986176,0.001,53.847983165187685,0.5721941882282213,1203,38.79393743953564
1373,pct_Two or more races:_2020,0.5711964597956761,0.001,53.070888506521605,0.5710122622917111,978,31.538213479522735
660,65_to_74_years_labor_force_2016,0.5706309763196498,0.001,53.817211264693505,0.570446961170885,1145,36.92357304095453
649,45_to_54_years_employed_2016,0.5698266055946014,0.001,54.51589732015773,0.5696428498365895,1224,39.47113834247017
1166,unemployment_rate_total_2012,0.568795489657571,0.001,52.689910558905886,0.5686120664103418,1186,38.245727184779106
1128,some_other_race_total_2012,0.5683479923555207,0.001,53.08943593346286,0.5681647134157092,1062,34.247017091260886
601,Population_20_to_64_years_unemployment_rate_2012,0.5682601584191153,0.001,51.32021818467745,0.5680769078036948,1216,39.213157046114155
1130,some_other_race_nonveterans_2012,0.5666098490103209,0.001,54.85577838005832,0.5664271305811012,1036,33.40857787810384
614,Population_25_to_64_years_labor_force_2012,0.5665269833250419,0.001,53.96130642981444,0.5663442916180682,1205,38.85843276362464
38,Unemployment_rate_2004,0.5664980908910444,0.001,53.12299166978779,0.5663154085012055,1207,38.92292808771364
584,White_labor_force_2012,0.5664399621412086,0.001,52.203792078131755,0.5662572984965324,1160,37.407287971622054
569,45_to_54_years_employed_2012,0.5661575138646882,0.001,51.86948630270368,0.5659749413029775,1241,40.0193485972267
707,With_any_disability_employed_2016,0.5657650214907617,0.001,51.80010558532249,0.5655825754986653,1222,39.40664301838117
752,White_alone_labor_force_2020,0.5647651226102508,0.001,51.70364259704242,0.5645829990621661,1267,40.85778781038375
1167,unemployment_rate_nonveterans_2012,0.5643668571687819,0.001,53.240037149264545,0.5641848620519908,1176,37.92325056433409
576,65_to_74_years_labor_force_2012,0.5641339447370448,0.001,52.33299065631486,0.5639520247290676,1133,36.536601096420505
743,60_to_64_years_labor_force_2020,0.5628329492861966,0.001,51.62470373730808,0.5626514488188357,1183,38.1489841986456
887,less_than_20000_occupied_housing_units_2012,0.561778862500595,0.001,52.69275192312059,0.5615977019515784,1080,34.82747500806192
768,Population_20_to_64_years_employed_2020,0.5611200450789957,0.001,53.98796418830664,0.5609390969831947,1123,36.21412447597549
763,White_alone_not_Hispanic_or_Latino_labor_force_2020,0.5607957953153249,0.001,52.24241885456001,0.5606149517824918,1214,39.14866172202515
1362,pct_Asian alone_2016,0.5595514390654056,0.001,54.34724185022922,0.5593709968083707,603,19.44534021283457
792,Population_25_to_64_years_employed_2020,0.5590466665678194,0.001,51.48702514795219,0.5588663870881135,1195,38.53595614317962
978,less_than_20000_occupied_housing_units_2016,0.5588463174557885,0.001,51.12369163580877,0.5586661025839872,1123,36.21412447597549
109,CI90LBALLP_2021,0.55849813216535,0.001,52.560559627071875,0.5583180295751645,1178,37.98774588842309
744,60_to_64_years_employed_2020,0.5576540992382042,0.001,51.1327954740964,0.5574742688289044,1220,39.342147694292166
835,100000_to_149999_owner_occupied_housing_units_2012,0.5570707059239014,0.001,52.831291298331166,0.5568910636453063,1002,32.312157368590775
810,5000_to_9999_occupied_housing_units_2012,0.5569560995043628,0.001,52.49301331017216,0.5567764941836583,1077,34.73073202192841
710,Population_25_to_64_years_labor_force_2016,0.555152937742758,0.001,50.7701563371449,0.5549739138995646,1162,37.471783295711056
1160,labor_force_participation_rate_total_2012,0.5545970226288646,0.001,49.537018967926215,0.5544181780552984,1188,38.31022250886811
1451,INDUSTRY_professional_scientific_and_management_and_administrative_and_waste_management_services_percent_2012,0.5541506739376578,0.001,52.42593325884341,0.553971973301109,964,31.086746210899708
